System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
12:12:19:773, 3898638160063422,  352.287,    5.000, 4000,  53.446,24853.749,6903.819,  36.819,18948.579,5263.494, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:19:883, 3898638545718144,  352.397,    4.000, 3700,  46.607,24858.881,6905.245,  29.974,18951.880,5264.411, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:19:992, 3898638926451178,  352.506,    6.000, 3700,  53.538,24864.701,6906.861,  36.804,18955.881,5265.522, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:20:101, 3898639308478143,  352.615,    4.000, 3800,  46.814,24869.808,6908.280,  30.321,18959.188,5266.441, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:20:211, 3898639693734246,  352.725,   36.000, 3800,  75.634,24878.128,6910.591,  58.106,18965.580,5268.217, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:20:318, 3898640068872116,  352.832,    4.000, 3700,  49.512,24883.431,6912.064,  32.875,18969.102,5269.195, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:20:432, 3898640467640466,  352.946,    6.000, 3700,  52.342,24889.391,6913.720,  35.657,18973.162,5270.323, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:20:539, 3898640843869476,  353.053,    6.000, 3700,  55.400,24895.342,6915.373,  38.828,18977.333,5271.481, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:20:650, 3898641231710955,  353.164,    4.000, 3700,  48.377,24900.700,6916.861,  31.860,18980.861,5272.461, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:20:760, 3898641618273075,  353.275,    3.000, 3700,  46.972,24905.884,6918.301,  30.249,18984.200,5273.389, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:20:866, 3898641986768906,  353.380,    3.000, 3700,  47.136,24910.844,6919.679,  30.536,18987.413,5274.281, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:20:977, 3898642377995736,  353.491,    5.000, 3700,  50.292,24916.462,6921.239,  33.728,18991.181,5275.328, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:21:085, 3898642754521323,  353.599,    7.000, 3700,  59.900,24922.902,6923.028,  43.265,18995.832,5276.620, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:21:195, 3898643142309436,  353.710,    4.000, 3700,  49.652,24928.400,6924.555,  32.927,18999.478,5277.633, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:21:304, 3898643520456477,  353.818,    4.000, 3700,  48.678,24933.656,6926.015,  32.025,19002.936,5278.593, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:21:413, 3898643902632232,  353.927,    7.000, 3800,  53.185,24939.460,6927.628,  36.682,19006.939,5279.705, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:21:523, 3898644288442060,  354.037,    6.000, 3700,  53.767,24945.383,6929.273,  37.154,19011.032,5280.842, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:21:631, 3898644668258342,  354.145,    4.000, 3700,  48.096,24950.599,6930.722,  31.390,19014.436,5281.788, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:21:741, 3898645055079904,  354.256,    4.000, 3800,  48.999,24956.011,6932.225,  32.414,19018.016,5282.782, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:21:852, 3898645442176923,  354.366,    3.000, 3800,  45.711,24961.063,6933.629,  29.169,19021.240,5283.678, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:21:960, 3898645819401098,  354.474,    6.000, 3700,  50.666,24966.520,6935.145,  33.913,19024.893,5284.693, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:22:070, 3898646205228055,  354.584,    4.000, 3800,  48.457,24971.859,6936.627,  31.999,19028.418,5285.672, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:22:178, 3898646582594502,  354.692,    4.000, 3700,  49.092,24977.149,6938.097,  32.399,19031.909,5286.641, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:22:290, 3898646976116789,  354.804,    4.000, 3800,  49.249,24982.682,6939.634,  32.659,19035.579,5287.661, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:22:399, 3898647358531149,  354.914,    7.000, 3700,  52.346,24988.398,6941.222,  35.738,19039.481,5288.745, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:22:508, 3898647739494543,  355.022,    5.000, 3800,  51.030,24993.949,6942.764,  34.372,19043.220,5289.783, 43,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:22:618, 3898648124861111,  355.132,    5.000, 3800,  51.785,24999.647,6944.346,  35.166,19047.090,5290.858, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:22:725, 3898648500536479,  355.240,    4.000, 3800,  50.885,25005.106,6945.863,  34.433,19050.783,5291.884, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:22:836, 3898648886269778,  355.350,    3.000, 3800,  47.276,25010.313,6947.309,  30.670,19054.161,5292.823, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:22:944, 3898649265613297,  355.458,    4.000, 3700,  47.185,25015.424,6948.729,  30.434,19057.458,5293.738, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:23:052, 3898649644418583,  355.566,    5.000, 3800,  51.261,25020.968,6950.269,  34.811,19061.223,5294.784, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:23:161, 3898650027425205,  355.676,    5.000, 3700,  49.373,25026.368,6951.769,  32.609,19064.789,5295.775, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:23:271, 3898650410391041,  355.785,    4.000, 3700,  48.438,25031.664,6953.240,  31.857,19068.273,5296.742, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:23:386, 3898650812581269,  355.900,   11.000, 3800,  51.215,25037.546,6954.874,  34.697,19072.257,5297.849, 44,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:23:490, 3898651177576274,  356.004,    5.000, 3700,  50.325,25042.791,6956.331,  33.727,19075.772,5298.826, 43,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:23:600, 3898651561945009,  356.114,    5.000, 3800,  53.871,25048.703,6957.973,  37.200,19079.855,5299.960, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:23:709, 3898651944335284,  356.223,    4.000, 3700,  49.007,25054.054,6959.459,  32.398,19083.392,5300.942, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:23:819, 3898652329591950,  356.333,    3.000, 3700,  46.785,25059.200,6960.889,  30.180,19086.712,5301.865, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:23:928, 3898652712873929,  356.442,   14.000, 3700,  61.964,25065.982,6962.773,  45.377,19091.678,5303.244, 44,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:24:038, 3898653097806547,  356.552,   20.000, 3700,  77.439,25074.493,6965.137,  60.838,19098.365,5305.101, 44,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:24:149, 3898653486881999,  356.663,   13.000, 3800,  62.093,25081.392,6967.053,  45.443,19103.414,5306.504, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:24:258, 3898653867006552,  356.772,    4.000, 3700,  48.671,25086.674,6968.521,  31.921,19106.878,5307.466, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:24:392, 3898654336462960,  356.906,   26.000, 3700,  66.310,25095.563,6970.990,  49.590,19113.526,5309.313, 45,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:24:479, 3898654640858818,  356.993,   19.000, 3700,  75.345,25102.111,6972.809,  58.848,19118.640,5310.733, 44,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:24:586, 3898655016633782,  357.100,   18.000, 3800,  68.357,25109.446,6974.846,  51.722,19124.190,5312.275, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:24:694, 3898655394768009,  357.208,    7.000, 2700,  36.844,25113.424,6975.951,  20.168,19126.368,5312.880, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:24:805, 3898655782097065,  357.319,    4.000, 3800,  46.766,25118.596,6977.388,  30.199,19129.708,5313.808, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:24:915, 3898656166648578,  357.429,   20.000, 3700,  72.403,25126.546,6979.596,  55.684,19135.822,5315.506, 44,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:25:022, 3898656543652754,  357.536,   21.000, 3700,  78.131,25134.957,6981.932,  61.469,19142.439,5317.344, 46,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:25:133, 3898656931049881,  357.647,    8.000, 4000,  55.880,25141.138,6983.649,  39.162,19146.771,5318.547, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:25:242, 3898657314396789,  357.756,    4.000, 3700,  51.035,25146.724,6985.201,  34.416,19150.538,5319.594, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:25:354, 3898657705949464,  357.868,    4.000, 4000,  49.396,25152.247,6986.735,  32.861,19154.212,5320.614, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:25:462, 3898658084908678,  357.976,    8.000, 1200,  44.724,25157.086,6988.080,  27.940,19157.235,5321.454, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:25:569, 3898658460535126,  358.084,    7.000, 3300,  28.932,25160.189,6988.941,  12.500,19158.576,5321.827, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:25:679, 3898658844164632,  358.193,    4.000, 3300,  40.559,25164.632,6990.176,  23.856,19161.189,5322.553, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:25:788, 3898659227518288,  358.303,    4.000, 3300,  38.379,25168.833,6991.343,  21.846,19163.580,5323.217, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:25:896, 3898659604104202,  358.410,    5.000, 3300,  37.581,25172.874,6992.465,  21.057,19165.844,5323.846, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:26:010, 3898660001857791,  358.524,   21.000, 3700,  61.555,25179.865,6994.407,  44.769,19170.929,5325.258, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:26:118, 3898660383225846,  358.633,   18.000, 3800,  73.277,25187.845,6996.623,  56.770,19177.111,5326.975, 44,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:26:227, 3898660765809761,  358.742,   10.000, 3800,  60.798,25194.486,6998.468,  44.130,19181.932,5328.314, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:26:333, 3898661136191669,  358.848,    5.000, 3700,  50.959,25199.876,6999.965,  34.258,19185.555,5329.321, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:26:445, 3898661525666325,  358.959,    6.000, 3700,  51.705,25205.626,7001.563,  35.052,19189.453,5330.404, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:26:554, 3898661908278509,  359.068,    6.000, 3800,  54.909,25211.624,7003.229,  38.313,19193.639,5331.566, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:26:663, 3898662290233377,  359.177,    3.000, 3800,  45.177,25216.551,7004.598,  28.558,19196.753,5332.431, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:26:774, 3898662678798889,  359.288,    4.000, 3700,  49.594,25222.054,7006.126,  33.094,19200.425,5333.451, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:26:882, 3898663056406269,  359.396,    4.000, 3700,  46.711,25227.090,7007.525,  30.059,19203.666,5334.352, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:26:990, 3898663434897395,  359.504,    6.000, 3700,  52.356,25232.748,7009.097,  35.667,19207.521,5335.422, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:27:100, 3898663820999513,  359.614,    5.000, 3700,  49.837,25238.243,7010.623,  33.238,19211.185,5336.440, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:27:213, 3898664216012396,  359.727,    4.000, 3700,  48.756,25243.742,7012.151,  32.208,19214.818,5337.449, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:27:321, 3898664596946373,  359.836,    4.000, 3700,  49.932,25249.173,7013.659,  33.244,19218.434,5338.454, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:27:429, 3898664972557514,  359.943,   30.000, 3700,  71.618,25256.854,7015.793,  54.926,19224.324,5340.090, 44,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:27:541, 3898665364602925,  360.055,   21.000, 3700,  78.771,25265.672,7018.242,  62.088,19231.275,5342.021, 45,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:27:650, 3898665745601165,  360.164,    9.000, 3800,  57.467,25271.924,7019.979,  40.918,19235.726,5343.257, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:27:755, 3898666115410990,  360.269,    4.000, 3800,  49.776,25277.180,7021.439,  33.044,19239.215,5344.227, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:27:869, 3898666513443308,  360.383,    3.000, 3700,  44.274,25282.212,7022.837,  27.740,19242.368,5345.102, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:27:978, 3898666895183004,  360.492,    5.000, 3700,  49.483,25287.605,7024.335,  32.801,19245.944,5346.095, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:28:084, 3898667268488571,  360.599,    4.000, 3800,  47.499,25292.668,7025.741,  30.942,19249.242,5347.012, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:28:196, 3898667657606591,  360.710,    5.000, 3700,  50.695,25298.301,7027.306,  34.024,19253.022,5348.062, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:28:306, 3898668043857828,  360.820,    4.000, 3700,  49.439,25303.753,7028.820,  32.850,19256.645,5349.068, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:28:414, 3898668422737353,  360.928,    6.000, 3800,  52.322,25309.414,7030.393,  35.698,19260.507,5350.141, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:28:523, 3898668803909946,  361.037,    6.000, 3700,  54.862,25315.385,7032.051,  38.200,19264.664,5351.296, 43,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:28:632, 3898669184884831,  361.146,    4.000, 3800,  48.630,25320.675,7033.521,  32.122,19268.159,5352.266, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:28:744, 3898669578133156,  361.258,    4.000, 3800,  48.421,25326.112,7035.031,  31.814,19271.731,5353.259, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:28:850, 3898669948963321,  361.364,    3.000, 3800,  44.802,25330.856,7036.349,  28.170,19274.714,5354.087, 40,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:28:961, 3898670337983809,  361.475,    5.000, 3700,  48.466,25336.240,7037.844,  31.813,19278.248,5355.069, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:29:072, 3898670726640575,  361.586,    5.000, 3800,  51.789,25341.987,7039.441,  35.283,19282.163,5356.156, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:29:179, 3898671101078511,  361.693,    4.000, 3700,  48.410,25347.163,7040.879,  31.741,19285.557,5357.099, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:29:291, 3898671493248070,  361.805,    6.000, 3700,  56.495,25353.489,7042.636,  39.805,19290.014,5358.337, 43,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:29:397, 3898671866537964,  361.911,   13.000, 3700,  67.013,25360.632,7044.620,  50.243,19295.369,5359.825, 43,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:29:505, 3898672244526653,  362.019,    8.000, 3700,  64.256,25367.567,7046.546,  47.498,19300.496,5361.249, 44,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:29:616, 3898672633463174,  362.130,    9.000, 3700,  64.889,25374.773,7048.548,  48.111,19305.839,5362.733, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:29:724, 3898673011526118,  362.238,    7.000, 3700,  62.187,25381.486,7050.413,  45.426,19310.742,5364.095, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:29:834, 3898673396984856,  362.348,    5.000, 3700,  53.594,25387.385,7052.051,  37.041,19314.819,5365.228, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:29:943, 3898673776950471,  362.457,    7.000, 3700,  56.325,25393.496,7053.749,  39.500,19319.105,5366.418, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:30:054, 3898674165514372,  362.568,    5.000, 3700,  56.791,25399.797,7055.499,  40.228,19323.568,5367.658, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:30:162, 3898674544101376,  362.676,    7.000, 3700,  60.998,25406.390,7057.331,  44.231,19328.349,5368.986, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:30:273, 3898674933723005,  362.787,   14.000, 3700,  70.627,25414.248,7059.513,  53.935,19334.350,5370.653, 44,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:30:388, 3898675337764069,  362.903,   14.000, 3700,  64.920,25421.737,7061.594,  48.219,19339.913,5372.198, 45,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:30:491, 3898675696847617,  363.005,    9.000, 3700,  65.010,25428.403,7063.445,  48.197,19344.854,5373.571, 44,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:30:599, 3898676076095082,  363.113,   18.000, 3700,  76.360,25436.672,7065.742,  59.493,19351.297,5375.360, 46,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:30:709, 3898676460618153,  363.223,   48.000, 3700,  96.911,25447.312,7068.698,  78.764,19359.945,5377.762, 45,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:30:818, 3898676843292484,  363.333,   17.000, 3700,  73.510,25455.344,7070.929,  56.483,19366.116,5379.477, 43,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:30:927, 3898677223967216,  363.441,   12.000, 3700,  71.445,25463.110,7073.086,  54.242,19372.012,5381.115, 43,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:31:038, 3898677613288210,  363.552,   21.000, 3700,  79.363,25471.933,7075.537,  62.147,19378.921,5383.034, 46,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:31:148, 3898677996987735,  363.662,   18.000, 3700,  76.955,25480.364,7077.879,  59.749,19385.467,5384.852, 43,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:31:258, 3898678382647906,  363.772,   12.000, 3700,  66.469,25487.683,7079.912,  49.469,19390.914,5386.365, 43,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:31:384, 3898678825282654,  363.898,   12.000, 3700,  66.333,25496.067,7082.241,  49.420,19397.160,5388.100, 45,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:31:477, 3898679148422373,  363.991,   16.000, 3700,  75.356,25503.020,7084.172,  58.231,19402.533,5389.593, 46,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:31:583, 3898679522765394,  364.098,   22.000, 3700,  81.594,25511.741,7086.595,  64.284,19409.404,5391.501, 45,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:31:693, 3898679908044544,  364.208,   48.000, 3700,  94.547,25522.143,7089.484,  76.491,19417.819,5393.839, 46,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:31:805, 3898680297886464,  364.319,   12.000, 3700,  66.950,25529.595,7091.554,  50.011,19423.386,5395.385, 43,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:31:915, 3898680685163186,  364.430,   14.000, 3700,  72.012,25537.558,7093.766,  55.040,19429.472,5397.076, 45,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:32:025, 3898681067528144,  364.539,   12.000, 3700,  67.985,25544.981,7095.828,  51.119,19435.054,5398.626, 44,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:32:132, 3898681442512419,  364.646,    6.000, 3700,  58.945,25551.292,7097.581,  42.222,19439.574,5399.882, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:32:241, 3898681826743099,  364.755,    7.000, 3700,  59.635,25557.835,7099.399,  43.005,19444.293,5401.192, 43,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:32:352, 3898682214331582,  364.866,    7.000, 3700,  57.888,25564.241,7101.178,  41.061,19448.837,5402.455, 43,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:32:463, 3898682603202640,  364.977,   29.000, 3700,  79.886,25573.112,7103.642,  62.732,19455.802,5404.390, 46,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:32:569, 3898682974811375,  365.083,   30.000, 3700,  86.964,25582.339,7106.205,  69.877,19463.217,5406.449, 46,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:32:679, 3898683361379729,  365.194,   28.000, 3700,  87.693,25592.019,7108.894,  69.990,19470.942,5408.595, 45,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:32:790, 3898683749650226,  365.305,   26.000, 3700,  84.046,25601.336,7111.482,  66.935,19478.363,5410.656, 46,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:32:900, 3898684135012659,  365.415,    9.000, 3700,  60.955,25608.043,7113.345,  44.069,19483.212,5412.003, 43,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:33:007, 3898684509567954,  365.522,    7.000, 3700,  58.956,25614.349,7115.097,  42.175,19487.723,5413.256, 43,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:33:118, 3898684898097344,  365.632,    9.000, 3700,  62.677,25621.302,7117.028,  45.864,19492.811,5414.670, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:33:228, 3898685281548742,  365.742,    6.000, 3700,  54.947,25627.318,7118.700,  38.305,19497.005,5415.835, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:33:336, 3898685659977820,  365.850,    9.000, 3700,  65.446,25634.390,7120.664,  48.613,19502.258,5417.294, 43,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:33:444, 3898686040410666,  365.959,   10.000, 3800,  59.041,25640.803,7122.445,  42.228,19506.845,5418.568, 43,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:33:556, 3898686431937173,  366.070,   10.000, 3700,  65.633,25648.141,7124.484,  48.813,19512.302,5420.084, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:33:662, 3898686802219669,  366.176,    7.000, 3700,  57.725,25654.244,7126.179,  41.041,19516.641,5421.289, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:33:771, 3898687183766708,  366.285,    5.000, 3800,  53.179,25660.038,7127.788,  36.455,19520.613,5422.392, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:33:882, 3898687572847513,  366.396,    3.000, 4000,  45.676,25665.112,7129.198,  29.043,19523.839,5423.289, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:33:993, 3898687961149771,  366.507,    5.000, 3700,  52.128,25670.892,7130.803,  35.538,19527.779,5424.383, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:34:099, 3898688333952353,  366.614,    5.000, 3700,  51.541,25676.378,7132.327,  34.786,19531.482,5425.412, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:34:212, 3898688729084878,  366.726,    6.000, 3700,  53.927,25682.462,7134.017,  37.329,19535.694,5426.582, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:34:318, 3898689099145646,  366.832,    5.000, 3700,  50.013,25687.747,7135.485,  33.287,19539.211,5427.559, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:34:429, 3898689487844950,  366.943,    8.000, 3700,  57.891,25694.172,7137.270,  41.297,19543.795,5428.832, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:34:538, 3898689868871475,  367.052,    7.000, 3800,  60.999,25700.809,7139.114,  44.304,19548.615,5430.171, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:34:648, 3898690255882613,  367.162,    5.000, 3700,  51.736,25706.526,7140.702,  35.123,19552.496,5431.249, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:34:758, 3898690640445576,  367.272,    5.000, 3700,  52.021,25712.238,7142.288,  35.314,19556.374,5432.326, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:34:865, 3898691017044297,  367.380,    5.000, 3700,  51.000,25717.722,7143.812,  34.390,19560.072,5433.353, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:34:977, 3898691406814956,  367.491,    5.000, 3700,  52.055,25723.516,7145.421,  35.402,19564.012,5434.448, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:35:084, 3898691781631303,  367.598,   24.000, 3700,  79.938,25732.071,7147.797,  63.136,19570.769,5436.325, 47,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:35:196, 3898692174363124,  367.710,   22.000, 3700,  78.875,25740.916,7150.254,  62.176,19577.741,5438.261, 46,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:35:305, 3898692555788847,  367.819,    4.000, 3700,  39.777,25745.248,7151.458,  23.270,19580.275,5438.965, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:35:412, 3898692929413755,  367.926,   10.000, 3700,  57.441,25751.376,7153.160,  40.661,19584.613,5440.170, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:35:526, 3898693329180621,  368.040,    6.000, 3700,  57.136,25757.898,7154.972,  40.480,19589.234,5441.454, 43,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:35:631, 3898693697186365,  368.145,    5.000, 3700,  51.299,25763.288,7156.469,  34.631,19592.873,5442.465, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:35:743, 3898694090090609,  368.257,    3.000, 3700,  44.536,25768.285,7157.857,  27.934,19596.007,5443.335, 41,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:35:850, 3898694468386525,  368.365,    3.000, 3700,  45.868,25773.239,7159.233,  29.245,19599.166,5444.213, 42,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:35:963, 3898694860450253,  368.477,   12.000, 3700,  61.490,25780.123,7161.145,  44.766,19604.177,5445.605, 44,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:36:069, 3898695233500809,  368.584,   10.000, 3700,  62.599,25786.791,7162.998,  45.700,19609.045,5446.957, 44,  0,1000.000,1000.000,1023.875,   0.000,   0.000
12:12:36:181, 3898695625359831,  368.695,   23.000, 3700,  82.189,25795.987,7165.552,  65.162,19616.336,5448.982, 45,  0,1000.000,1000.000,1023.875,   0.000,   0.000
